Sample_ID,source_text,english_translation,Cultural_Context
MID0774,من طمع طبع,Grasp all lose all.,"The proverb is a well-known saying that addresses the consequences of greed. It means that greed leaves a mark on a person's heart, covering it so that they fail to see the dangers around them."
MID0775, البطن ما تجيب اعدوا., Blood is thicker than water.,"This proverb means that a child should not be an enemy of his parents, no matter how much hatred he shows for them or bad character."
MID0776, إلى تحساب موسى طلع فرعون.,A wolf in sheep's clothing.,"When people thought that someone would be their support, but it turned out that he was cruel like Pharaoh. This proverb refers to a person who is deceived by others, until they recognize his real character from his actions."
MID0777, على قيس فراشك مد رجليك.,Don’t live beyond your means.,"This proverb is used to advise and alert people to know the limits of their capabilities and abilities, and to urge them not to keep up with others in what they do, just to keep up with them or their practices, and also for a person to know his own value."
MID0778,احسبني كيف خوك، وعاملني كيف عدوك.,Business is business.,This proverb urges to separate between friendship and business relationships of business and trade.
MID0779,اذكر القط، يجبك ينط,Speak of the devil.,"This proverb refers to someone who is afraid of something or danger, so he falls into it or has troubles."
MID0780,ارحم من زار وخفّف,A constant guest is never welcome.,This proverb urges not to overstay your visit and become a burden on your host.
MID0781,استعجل، تبطى,Slow and steady wins the race.,This proverb calls to be patient in achieving tasks. It is an equivalent for the proverb: in haste repentance.
MID0782,اطعم البطن، تستحي العين.,A bribe works miracles.,"The proverb refers to gaining the respect from food as ""the eye will be meek"" i.e. shy of looking up at the feeder. "
MID0783,اعط للبرمة تعطيك,You only reap what you sow.,This proverb refers that you only get as much as you give.
MID0784,اقلب البرمة على فمها، تطلع البنت لامها,Like daughter like mother.,"As a mother is, so is her daughter will be."
MID0785,الباب اللى إِيجيك منه الريح، سده واستريح ,If you are always dwelling in trouble change the address.,"This proverb is used to urge people not to get into problems, quarrels, and matters that lead to disagreements and division, and to prevent the causes that raise conflicts and quarrels between people."
MID0786,الزَمّار يموت و صُبْعه يرِفّ,Old habits die hard.,"It means that a flutist may die while his fingers keep playing. This expression refers to someone who is controlled by a habit that he cannot give up, regardless of the circumstances, even to the point of death."
MID0787,العب مع الغشيم، يغشّمك,Don't wrestle with pigs; you'll get dirty and the pigs enjoy it.,The proverb urges avoiding dealing with ignorant and foolish people.
MID0788,الغالي سعره فيه,You get what you pay for.,This proverb is said when we buy an expensive product despite the availability of similar items at a lower price and with lower quality.
MID0789,القص مرة والقياس ديمة ,"Measure twice, cut once.","This proverb urges not rushing into doing things and to be careful and cautious because if something is cut, it is difficult for it to go back to how it was."
MID0790,الكثرة تغلب الشجاعة,There is safety in numbers.,A proverb used to encourage unity in the face of injustice.
MID0791,اللى يُرقد يُرقد عليه زمانه,The early bird catches the worm.,"This proverb is used to encourage people to work hard, abandon negativity and laziness, and not live in heedlessness until they regret what they have missed."
MID0792,اللي ايده في النار، موش كيف اللي ايده ف المية,Easier said than done.,Only those who have fallen into it feel the problem.
MID0793,اللي فات مات,Let bygones be bygones.,The proverb urges not to look back and regret what has passed.
MID0794,اللي في القلب، في القلب ياكنيسية,A wolf in sheep's clothing.,"This proverb was said about a Jew man who converted to Christianity for his own interests, and he used to say it whenever he passed by a church. This proverb is used for anyone who shows the opposite of what is hidden, practices hypocrisy, and hides his real intentions."
MID0795,اللي مايقدر على الحمار يقدر على البردعة,He that cannot beat the ass beats the saddle,"This proverb is frequently used to describe a person who exploits the weaknesses of others. Many agree that there is an intriguing story behind this proverb, featuring ""the weak individuals who showcase their skills"" as its protagonists."
