Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR3777,"Àyọ̀ká, ọmọ ẹnìkan ló kù.",Universal happiness: only a certain person is left out.,"The happiness in question is all-embracing, leaving out only the unfortu nate.",part7.docx,,
YOR3778,Àyúnbọ̀ lọwọ́ ńyún ẹnu.,Going-and-returning is the manner of the hand’s journey to the mouth. B,The hand that lifts food to the mouth always returns safely.,part7.docx,,
YOR3779,‘‘Bá mi na ọmọ- mi’’ ò dénú ọlọ́mọ.,Whip my child for me’’ does not come from deep inside the mother.,No mother is en thusiastic in delivering her child to deserved punishment.,part7.docx,,
YOR3780,"Baál tó sọ ọmọ ajá di ẹgbàá, ọmọ tir á wọ́n níbẹ̀.","The chief who raised the price of a puppy to 200 cowries, his own child will pay the price.",The child will reap some of what the father sowed.,part7.docx,,
YOR3782,Baba ẹnìkan ò gbin yánrin; baba ẹnìkan ò gbin tẹ̀tẹ̀; fúnra-a rẹ̀ ní ńhù,"Nobody’s father plants yánrin [a wild vege table], and nobody’s father plants wild spinach; they grow by themselves.",No one may lay an exclusive claim to public prop erty.,part7.docx,,
YOR3784,"Ba-owò-jẹ, obì tí ńso larùn.","Ruiner-of-trade, kola nut that fruits in the dry season.",Plants that yield out of their season undermine the market.,part7.docx,,
YOR3785,Báríkà lónìí; Báríkà lọla; Ẹ kú ìrọ́jú; Ò jìnnà síbẹ̀.,Congratulations on surviving a disaster’’ today; ‘‘Congratulations on surviving a disaster’’ the next day; ‘‘Accept my con dolences’’ is not far away.,Persistent close shaves sooner or later become real disasters.,part7.docx,,
YOR3786,"Bàtá dún kò dún, á tan ilẹ̀kú kanlẹ̀ kanlẹ̀","Whether or not the bàtá drum sounds well, it will do its part in the funeral obsequies.","What matters is that a thing serve its purpose, not that one like it",part7.docx,,
YOR3788,Bàtà la fi ńṣagbára láàrin ẹ̀gún.,Shoes make for fearlessness amid thorns.,Who has shoes may strut even over danger ous ground.,part7.docx,,
YOR3789,Bàtà ò jẹ́ mọ agésẹ̀ òyìnbó; a ṣẹ́ aṣọ létí kò jẹ́ mọ ẹni tí ńfàṣọ ìyà bora,Shoes keep one from knowing which white man has lost his toes; hemming dresses keeps people from knowing who is clothed in wretchedness.,Outward appearances often belie private woes.,part7.docx,,
YOR3790,"Bàtáakoto, atiro àrìnjó, ṣaworo g d , gbogbo wọn bákan-náà bákan-náà","The bàtáakoto drum, a lame itinerant dancer, a rattle made of bananas, all are the same.","The enumerated things are three of a kind, all defective.",part7.docx,,
YOR3791,"Bẹ́ màrìwò, bẹgòdà, ọj kan-náà ni wón ńyọ.",Cut off palm fronds and cut down a banana tree; they sprout anew the same day.,Said of things that share the same characteristics.,part7.docx,,
YOR3792,Bèbè ìdí ni yó lo kíjìpá gbó.,The large beads adorning the waist will wear out the durable home-woven cloth in the end.,One always pays somehow for one’s pleasures and vanities.,part7.docx,,
YOR3793,"Bẹ̀wẹ̀ kó ó rọ́kọ̀ṣẹ́, ṣagbe kó ó ráhùn.",Seek help and find out who is recalcitrant; beg for alms and find out who is a miser.,The accomplishment of one feat does not prevent the accomplishment of another,part7.docx,,
YOR3794,"Ó gbọrọ ẹni tó gbọrọ, ó gbọrọ ẹni tó gbọrọ.",One does not know one’s friends until one needs help.),One does not know one’s friends until one needs help,part7.docx,,
YOR3795,Bí a bá bọ́jú tí a bọ́nu; ìsàlẹ̀ àgbọ̀n là ńparí-i rẹ̀ sí.,"After one has washed one’s face and one’s mouth, the ablution concludes at the under side of the chin.","After discussing a mat ter back and forth, one rests it with the proper person to decide on it. ",part7.docx,,
YOR3796,"Bí a bá gé igi nígbó, gbohùn-gbohùn á gbà á.","If one fells a tree in the forest, the echo carries the sound.",Not even things done in secret can be long concealed.,part7.docx,,
YOR3797,"Bí a bá máa jẹun dun ọmọdé, híhàn la fi ńhàn án.","If one wishes to hurt a child by eating some thing he wants, one shows it to him first.","If one intends to hurt a person, one should be sure the person knows of one’s actions.",part7.docx,,
YOR3798,"Bí a bá ńfẹ́ràn ọmọdé ní ilẹkú, à mọ̀ pé a fẹ́ẹ́ fi sọfà ni.","If a child is being made much of at a funeral (presumably of his father), it is obvious that he is about to be pawned.",Favors done for an orphan have ulterior motives.,part7.docx,,
YOR3799,"Bí a bá ńjiyàn sípàá, à ṣí aṣọ kúrò.","If there is any dispute about hydrocele, let us strip away all clothing.",There is no point in carrying on protracted arguments when a simple and incontrovertible means of resolving the issue is available. ,part7.docx,,
YOR3800,"Bí a bá ńrẹ́rín-ín hẹ̀n-hẹ̀n, tí à ńgúnni l bẹ, kò ní kó má wónú.","If one laughs while stabbing another, that does not keep the dagger from piercing the Miscellany 471 skin.",A person killed with kindness is just as dead.,part7.docx,,
YOR3801,"Bí a bá ńṣẹ́ gègé ìjà, ká mú ti ológbò kúrò; ọba lọba ńjẹ.","If people cast lots to determine the best fighter, a cat should be set aside; a king is a king.",The cat is undisputed king where wrestling is concerned.,part7.docx,,
YOR3802,"Bí a bá pọn omi, tó dànù, tí agbè ò fọ́, à tún òmíràn pọn.","If one draws water and it is spilled but the gourd is unbroken, one refills the gourd.","As long as one has a capacity to act, temporary setbacks are of little consequence.",part7.docx,,
YOR3803,"Bí a bá sọ idà sílẹ̀ mẹwàá, ibi pẹlẹbẹ ni yó dà dél.","If one throws a sword down ten times, it will come to rest on its side.","However long one worries a case, the facts will not change.",part7.docx,,
YOR3804,"Bí a bá yọ ipin lójú, ojú la fi ńhàn.","If one removes secreted matter from the eye, one shows it to the eye.","One discusses an offense with the offender, not other people. ",part7.docx,,
YOR3805,"Bí a kò ṣe àṣenù, a ò lè ṣe àṣejẹ.","If one has never labored for nought, one does not gain from one’s labor.",Disappoint ment comes before fulfillment.,part7.docx,,
YOR3806,"Bí àfẹ́fẹ́ bá ńfẹ́, koríko a máa jó.","If the wind blows, the grass dances.",Certain orders cannot be ignored.,part7.docx,,
YOR3807,"Bí àgbàlagbà-á bá ńti orí jẹ àkèré, kọ́mọdé má nìírètí ati jẹ níbẹ̀.","If an elder begins eating a frog from its head, a youth should not hope to have any share of it.",One can expect no help from a per son whose actions reveal his or her own desperation.,part7.docx,,
YOR3808,"Bí agbọ́n bá máa ṣorò, a kìdí bọlẹ̀; bí idà-á bá máa ṣorò, a ki kù bọ àkọ̀.","When the wasp is about to fight, it dips its tail in the ground; when a sword is about to fight, it dips its hilt into the scabbard.","Before engaging in a demanding task, one makes the proper preparations. Also, mo mentous events are presaged by warning signs.",part7.docx,,
YOR3809,"Bí ajá bá ńwọ agbádá iná, tí àmọ̀tẹ́kùn ńwẹ̀wù ẹ̀jẹ̀, tí ológìnní ńsán àkísà jìnnì mọ́dìí, ẹgbẹ́ apẹranjẹ ní ńṣe","If the dog wears a garment of fire, and the leopard wears a dress of blood, while the cat ties a tattered rag around its waist, it is nevertheless a member of the clan of carni vores.","Innate quality, not clothing, is what matters.",part7.docx,,
YOR3810,"Bí àjànàkú jẹ tí kò yó, ìgbẹ́ lójú ó tì.","If the elephant eats and is not full, the shame belongs to the forest.","To the person unable to fulfill his or her obligations belongs the shame, not to the disappointed person.",part7.docx,,
YOR3811,"Bí alágbẹ̀dẹ-ẹ́ bá ńlurin lójú kan, ojú àmì ló wà níb.","If a blacksmith keeps hitting the iron on the same spot, it is because there is a mark or blemish there.",There is a reason for every action.,part7.docx,,
YOR3812,"Bí alápatà-á bá pa ẹran, alágbàtà a bù ú ní àjàn.","When a butcher kills an animal, meat hawkers cut it up for sale.",Each person does his or her bit when it is his or her turn.,part7.docx,,
YOR3813,"Bí asé bá pẹ́ làpò, á bu.","If a cloth remains too long in the sack, it goes moldy.","If a person stays long enough in one place, he or she acquires the traits of that place.",part7.docx,,
YOR3814,"Bí ayé bá já, kò ṣéé so.","Once life has snapped, it cannot be mended.",A lost life is irretrievable.,part7.docx,,
YOR3815,"Bí eégún ò bá ṣe ohun tó tóbi, atọ́kùnun rẹ̀ kì í tú u wò.","If a masquerader has not done something unprecedented, his attendant does not open his mask for inspection.",Only extraordinary actions call for extraordinary reactions.,part7.docx,,
YOR3816,"Bí ẹrán bá balẹ̀, ojú a yán ọdẹ.","When an animal falls to the ground, the hunter’s eyes lose their wildness.","At the end of the chase, ennui sets in.",part7.docx,,
YOR3817,"Bí igí bá dá, igi a yẹrí; bí èèyán bá kú, a ku èèyàn sàà-sàà níl; bí ẹni orí ẹní bá kú, ẹni ilẹ̀ẹ́lẹ̀ a di ẹni orí ẹní.","If a tree breaks, other trees make way; if a person dies, other people will remain; if the person on the mat dies, the person on the bare floor becomes the person on the mat.","As one generation passes, another genera tion succeeds it; life goes on regardless.",part7.docx,,
YOR3818,"Bí ilẹ̀-ẹ́gbe òṣìkà, tí kò gbe olóòtò, oore a súni se.","If the earth succors the wicked but not the good person, one tires of good deeds.","If the wicked prosper while good people flounder, one is discouraged about doing good.",part7.docx,,
YOR3819,"Bí iná bá jó lóko, màjàlà a fò wá sílé.","When there is a fire in the forest, the soot flies home.",Events that happen afar send their news back home.,part7.docx,,
YOR3820,"Bí iná kò bá láwo nínú, kì í gun òkè odò.","If a fire is not endowed with mysterious powers, it does not jump rivers.","When matters take unprecedented turns, they are driven by unusual forces.",part7.docx,,
YOR3821,"Bí inú ẹnìkan ó bájà, inú ẹnìkan kì í dún.","If one person does not become sad, another person does not become happy.",One per son’s sadness is another person’s happiness.,part7.docx,,
YOR3822,"Bí kò bá sí lójú, kì í kàn sáyà.","If it is not visible to the eyes, it does not weigh on the mind.",What the eyes do not see does not cause terror.,part7.docx,,
YOR3823,"Bí kò bá sí ohun tó ṣe ẹ̀ṣẹ́, ẹ̀ṣẹ́ kì í ṣẹ́.","If the fist is not provoked, the fist does not fight.",For every quarrel there must be some reason.,part7.docx,,
YOR3824,"Bí kò sí bó ti rí, ìr kì í ṣẹ́ nítàn.","Were things not as they were, the cricket’s thigh would not have snapped.",Unavoid able adversity caused a calamity.,part7.docx,,
YOR3825,"Bí kúkúrú ò gbọ́n, èyí gbọgbọrọ ńkọ́?","If the short person is unwise, how about the tall person?",A group cannot be uniformly stupid.,part7.docx,,
YOR3826,Miscellany 473,K nn n gó drums are part of the dùndún drum ensemble.,Not Provided,part7.docx,DROP,
YOR3827,"Bí ogún bá lọ, ogún á bọ̀; bí kò ṣe bó, ìbòsí ìgárá là ńké.","If twenty go, twenty should return; other wise, one raises an alarm that one has been defrauded.",Welching is not a good practice in dealing with others.,part7.docx,,
YOR3828,"Bí ojú bá ṣọ̀bùn ojú là á fi í hàn; bí a bá yọpin lójú, à fi han ojú.","If the eyes produce filth, one shows it to the eyes; if one takes secreted matter out of the eyes, one shows it to the eyes.",It is with the perpetrator of an offense that one discusses it.,part7.docx,,
YOR3829,"Bí òkú bá kú láyé, àkàlà a mọ̀ lọ́run.","When the dead dies on earth, the ground hornbill knows in heaven.",A momentous event cannot be kept quiet.,part7.docx,,
YOR3830,"Bí ológìnní bá lọ sájò tó bọ̀, inú èkúté a bájẹ́.","If the cat goes on a journey and returns, the mouse becomes sad.",The oppressed always bemoan their oppressor’s good fortune.,part7.docx,,
YOR3831,"Bí olÓrò-ó májá, owó oúnjẹ olówó-o rẹ̀ ló dínkù.","If the secret cult impounds a dog, it is the owner’s food expense that is lessened.",There is a bright side to every misfortune.,part7.docx,,
YOR3832,"Bí Onírese ò fíngbá mọ́, èyí tó ti fín ò lè parun","If Onírese stops carving calabashes, those he has carved will not perish.","Whatever one has accomplished cannot be undone, even after one has lost the capacity to accomplish more.",part7.docx,,
YOR3833,"Bí oṣù-ú bá lé, gbogbo ojú ní ńrí i.","When the moon appears, all eyes see it. 474 truisms",A public event cannot be hidden from people.,part7.docx,,
YOR3834,"Bí òyìnbó bá máa lọ l gbà, a ba ọgbà jọjọ.","When a white man prepares to take his leave from a yard, he ruins it.",The white man on taking his leave from a place creates a shambles. See the following entry.,part7.docx,,
YOR3835,"Bí òyìnbó bá máa lọ nílùú, a ṣu sága.","When a white man prepares to leave a town, he defecates in the chair.",The white man on departing a place creates a mess to leave behind. See the previous entry.,part7.docx,,
YOR3836,"Bí ọba ò kú, ọba ò jẹ.","If a king does not die, a king is not crowned.","There is a certain order to events, and every event has its purpose.",part7.docx,,
YOR3837,"Bí ọ̀bẹ ò bá mú, òun ìpọ́nrin ni yó mọ̀.","If a knife is not sharp, both it and the honing stone will know.",The solution of a prob lem is between the person involved and the person who will help to solve it.,part7.docx,,
YOR3838,"Bí ọdún bá burú, èṣí làgbẹ̀ ńyìn.","If a year is bad, the farmer speaks well of the previous year.",Present hardships make one appreciate past comforts.,part7.docx,,
YOR3839,"Bí ọkọ̀-ọ́ re òkun, bó re sà, a forílé èbúté.","After a boat has plied the oceans and plied the lagoon, it returns to harbor.","After much traveling, one returns home in the end.",part7.docx,,
